,,,,,,,,,,
,,,,,,,,,,
Count of source_person_id,,weekday,,,,,,,,
call_end_date,source_person_id,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Grand Total,
,150484,,,,,,,2,2,
,150542,,,,,2,,,2,
,150604,2,,,,,,,2,
,150617,,,,,1,1,1,3,
,150711,2,,,,,,,2,
,150762,,1,,1,,,,2,
,151118,2,,,,,,,2,
,151160,,,,,,,2,2,
,151182,,2,3,,,2,,7,
,151199,,1,1,,,,,2,
,151271,1,,1,,,,,2,
,151520,,,1,1,,,,2,
,151541,,,,,2,,,2,
,151639,,,,,2,,,2,
,151677,,,,,2,,,2,
,151701,1,,,1,,,,2,
,151708,1,,,,,1,,2,
,151781,,2,,,,,,2,
,152029,,,2,,,,,2,
,152069,,,,,,2,,2,
,152113,,,,,1,,1,2,
,152127,,,1,,1,,,2,
,152150,,1,,,,,2,3,
,152323,3,4,2,,,1,,10,
,152616,,,2,,,,,2,
,152662,,,1,,,,1,2,
,152811,,,,,,2,,2,
,152838,1,1,,,,1,,3,
,152861,,4,4,4,1,3,5,21,
,152932,,2,,,,,,2,
,153009,2,,,,,,,2,
,153213,,1,,1,,,,2,
,153436,,3,,,,,,3,
,153494,1,,,,,1,,2,
,153621,,3,,,,,,3,
,153670,,2,,,,,,2,
,153757,,,1,,1,1,,3,
,153917,,,,,,1,1,2,
,154059,1,,1,,,,2,4,
,154137,,,,2,,,,2,
,154272,,,1,1,,,2,4,
,154374,2,12,1,4,1,,,20,
,154477,,,,1,2,,,3,
,154551,,2,,,,,1,3,
,154630,,1,,1,,,,2,
,154746,,6,,,,,3,9,
,154840,,2,,,,,,2,
,154927,,,,,2,,,2,
,155159,,2,1,,,,1,4,
,155169,,,2,,,,,2,
,155230,,,,,3,,,3,
,155522,1,,,,,,1,2,
,155639,,,2,,,,,2,
,155769,,2,,,,,,2,
,155780,,,,,,,2,2,
,155794,,,,,,,2,2,
,156088,,2,,,,,,2,
,156091,1,,,1,,,,2,
,156206,,2,3,,,1,,6,
,156296,4,,,,,,,4,
,156326,,,,4,,,1,5,
,156356,,,,1,,,1,2,
,156574,,4,,,,,,4,
,156583,,,1,1,,,,2,
,156726,,,,1,,,2,3,
,156960,2,1,,1,,,,4,
,156969,,1,,,,,1,2,
,157033,,1,,,,,2,3,
,157117,,,2,,,,,2,
,157135,,2,1,2,1,,1,7,
,157381,,1,2,,,,,3,
,157397,,9,3,1,,,,13,
,157415,,1,1,3,23,23,,51,
,157497,,23,5,7,6,4,7,52,
,157516,,,,,12,6,,18,
,157646,,2,,,,,,2,
,157766,,15,2,4,1,1,4,27,
,157867,2,,1,,,,,3,
,157957,,,,4,,,,4,
,158023,2,,1,1,,,1,5,
,158228,,,,2,,,,2,
,158385,,,1,,,,1,2,
,158458,1,,,2,,,1,4,
,158480,,,3,,,,,3,
,158495,,,,,,1,1,2,
,158730,,,,,,3,,3,
,158819,2,,,,,,,2,
,159066,,,,,2,,1,3,
,159090,1,,,,1,,,2,
,159201,,,,3,,,,3,
,159299,2,,,,1,,,3,
,159309,,,2,,,,,2,
,159315,,,,1,,,1,2,
,159493,5,,,,,,,5,
,159790,,,,,,,2,2,
,159930,,1,,,,,1,2,
,160182,1,3,,,,,,4,
,160195,2,,,,,,,2,
,160230,,2,,,,,,2,
,160318,,,,2,,,,2,
,160323,,,,,,2,1,3,
,160444,,1,3,,,,,4,
,160471,1,,,1,,,,2,
,160482,,,,,,1,1,2,
,160575,1,,1,,,,,2,
,160875,,,2,,,,,2,
,161218,,,,2,,,2,4,
,161258,,,,1,,,1,2,
,161259,,,,,,,2,2,
,161367,,1,,1,,,,2,
,161378,,,,,,,2,2,
,161470,1,,,2,,,,3,
,161499,,2,1,1,,,,4,
,161588,1,,3,1,,,1,6,
,161729,,,1,1,,,,2,
,161763,,1,2,1,,,1,5,
,161827,1,,1,1,1,,,4,
,161869,,,2,,,,,2,
,161870,,1,,,,,1,2,
,162038,1,,,,,1,,2,
,162140,,,1,,,,1,2,
,162272,1,,,,,,1,2,
,162277,,,,2,,,,2,
,162290,,2,1,,,,,3,
,162309,2,,3,,,,,5,
,162375,,,2,,,,,2,
,162424,1,,2,1,,,1,5,
,162462,,3,1,,1,,,5,
,162533,,,2,,,,,2,
,162570,,,,1,1,,,2,
,162612,1,,,1,,,1,3,
,163290,,,,2,,,,2,
,163376,,,3,,,,,3,
,163438,,2,,,,,,2,
,163598,2,,,,,,,2,
,163667,1,,,,,,1,2,
,164116,,,1,2,,,,3,
,164147,,,,1,,1,,2,
,164232,,,,,2,,,2,
,164333,,,2,,,1,,3,
,164351,,,,,2,,,2,
,164360,2,,,,,,,2,
,164366,,1,,2,,,,3,
,164518,,,,,,1,1,2,
,164526,,1,,,,1,,2,
,164612,,1,,1,,,,2,
,164647,,2,,,,,,2,
,164842,,1,1,,,,2,4,
,164859,2,,,,,,,2,
,165307,,,2,,,,,2,
,165588,,,,3,,,,3,
,165594,,,,2,,,,2,
,165830,,2,,,,,,2,
,165836,,2,,,1,,,3,
,166014,,2,,,,1,,3,
,166037,,2,,1,1,,,4,
,166038,1,,,1,,,,2,
,166120,,,2,,,,,2,
,166158,,,1,1,,,,2,
,166159,1,,,,,,1,2,
,166182,,,,1,1,,1,3,
,166339,,,,1,1,,,2,
,166477,,,2,,,,,2,
,166727,,,2,3,,,,5,
,167267,,,,2,,,,2,
,167505,1,,,,,,1,2,
,167529,3,,,,,,,3,
,167633,1,,2,,,,,3,
,167700,,,,2,,,,2,
,167811,,,4,2,,2,,8,
,167912,,1,1,,,,,2,
,168159,1,,,,,,1,2,
,168163,,,,,2,,1,3,
,168219,,,,1,,,1,2,
,168244,,,1,,1,,,2,
,168371,,1,,,,1,1,3,
,168481,1,1,1,2,,,1,6,
,168501,,,,1,2,,,3,
,168600,,,2,,,,,2,
,168696,,1,2,,,,,3,
,168816,1,1,,3,,6,1,12,
,168835,,,,,,2,,2,
,169173,,,,,,,2,2,
,169218,,,,,5,,,5,
,169231,,,,2,,,,2,
,169271,,,,,2,,,2,
,169290,,,3,,2,,4,9,
,169339,,,,3,,,1,4,
,169399,1,,,,1,,,2,
,169454,,1,,,,,1,2,
,169561,,,4,,,,,4,
,169650,2,,,,,,,2,
,169767,1,1,,,,1,,3,
,169789,,,2,,,,,2,
,169881,2,,1,,,,,3,
,169901,2,,,,,,,2,
,170009,2,,,2,1,,1,6,
,170340,,,2,3,,,,5,
,170500,,,2,,,,,2,
,170564,,1,1,,,,,2,
,170670,,,1,,,1,,2,
,170671,,1,,,,,2,3,
,170732,2,,,,,,,2,
,170748,,3,,,,,,3,
,170874,2,,,,,,,2,
,170881,3,1,1,,,,,5,
,171262,,,,,2,,,2,
,171353,2,,,,,,,2,
,171390,,,,2,,,,2,
,171477,,,,1,,1,,2,
,171485,,,,,,2,,2,
,171542,,,,,,,2,2,
,171652,,1,2,,1,,1,5,
,171705,3,,,,,,,3,
,171712,,,,,2,,,2,
,171719,,,1,,,2,,3,
,171814,,,,,,,2,2,
,171893,2,,,,,,,2,
,171956,,,,,,,4,4,
,171958,,,1,1,,,,2,
,172020,1,1,,,,,,2,
,172143,1,,,,1,,,2,
,172186,,1,,1,,,,2,
,172197,,,1,1,,,,2,
,172264,,,,,,,2,2,
,172510,,,,,,,3,3,
,172684,,,,1,,,1,2,
,172952,,,,,,,2,2,
,173071,2,,,2,,,,4,
,173206,,,,2,,,,2,
,173252,1,1,1,2,,1,2,8,
,173287,,2,,,,,,2,
,173301,,,,,,,2,2,
,173467,,,,1,,2,2,5,
,173613,,,,1,,,1,2,
,173840,,2,,,,,,2,
,173879,2,,3,,1,,,6,
,173887,,,1,1,,,,2,
,174018,,,3,,,,,3,
,174225,1,,,,,,1,2,
,174381,1,,1,,,,,2,
,174520,,1,,3,,,3,7,
,174559,,4,,,,,,4,
,174617,1,,,1,,,,2,
,174638,,,2,,,,,2,
,174654,,,2,,,,,2,
,174817,,1,1,,,,2,4,
,174848,,2,,,,,,2,
,174901,1,,2,,1,,,4,
,175075,,1,,,,1,1,3,
,175189,,1,2,,,,,3,
,175276,,,1,,,,1,2,
,175432,1,,,,,,1,2,
,175525,,1,,,1,,,2,
,175574,,,,,,2,,2,
,175710,1,,,,,1,,2,
,176035,3,,,,,,1,4,
,176052,,3,1,1,,1,,6,
,176086,1,,,1,,1,,3,
,176281,,,,,,,2,2,
,176383,,,,1,,1,,2,
,176555,1,2,,,,,,3,
,176637,,,,,,4,,4,
,176641,,1,,,,,1,2,
,176797,,,,,,,3,3,
,176913,,,1,1,,,,2,
,177224,,1,2,,,,,3,
,177392,,,1,2,,,,3,
,177600,2,,,,,,,2,
,177605,,1,,,,,1,2,
,177616,,,2,,,,,2,
,177720,,1,,,,,1,2,
,177778,,,,,2,,,2,
,177824,,,,1,,1,,2,
,177881,,,,,,,2,2,
,177928,,,2,,,,,2,
,178113,1,,,,1,,1,3,
,178127,2,2,2,1,5,1,3,16,
,178147,2,,,,1,,,3,
,178162,2,,3,,,1,,6,
,178173,2,,,,,,,2,
,178253,,,,1,1,,1,3,
,178310,1,2,1,,2,,,6,
,178353,,1,1,,,,,2,
,178384,,3,,,,,1,4,
,178403,,,1,1,,,,2,
,178419,1,,2,,,,,3,
,178480,,,,,,,2,2,
,178528,,,3,,,,,3,
,178562,,,,2,,,,2,
,178615,,,2,,,,,2,
,178742,,,,1,1,,,2,
,178943,,,,2,,,,2,
,178999,,2,,,,,,2,
,179129,,,1,,,,1,2,
,179174,,2,,,,,,2,
,179223,,,3,,,,,3,
,179265,,2,,,,,,2,
,179624,,,,,3,,,3,
,179630,,,,,,,2,2,
,179794,3,,,,,,,3,
,179809,,2,3,4,,,,9,
,179823,,,1,,1,1,,3,
,179857,,,,,,,3,3,
,180032,,,,,,,2,2,
,180065,,,,2,,,,2,
,180139,1,,,,,,2,3,
,180187,1,,,,,,1,2,
,180267,,,,2,,,,2,
,180366,1,,,,,1,,2,
,180391,,,1,,,,1,2,
,180439,2,1,,1,,,1,5,
,180518,,,,,1,,1,2,
,180562,3,,,,,,,3,
,180631,,3,,,,,,3,
,180729,2,,,,,,,2,
,180789,,,,,1,,1,2,
,180867,,,,2,,,,2,
,180934,,,1,1,,,,2,
,180979,2,,,,,1,,3,
,181065,,,,2,,,,2,
,181094,,,,,,,2,2,
,181100,,,1,1,,,,2,
,181141,1,,2,,,,,3,
,181149,,,3,,,,,3,
,181214,,,,,,,2,2,
,181576,,,,,,,2,2,
,181627,,,2,1,,,,3,
,181630,,,,2,1,,,3,
,181639,2,,1,,,,,3,
,181828,,,,3,,,,3,
,181915,2,,,1,,,1,4,
,181985,,1,1,,,1,,3,
,182101,,,,,1,,1,2,
,182158,,,,2,,,,2,
,182209,,1,2,,,,,3,
,182219,,1,,,,,1,2,
,182267,1,,,,1,,,2,
,182397,2,1,,,,1,,4,
,182620,,,1,1,,2,,4,
,182666,2,,,,,,,2,
,182695,,2,2,,,,,4,
,182706,,,,,,1,1,2,
,182755,2,,,,,,,2,
,182760,1,,1,,,,,2,
,182954,,1,1,,,,,2,
,183001,2,,,1,,,,3,
,183025,,,,3,,,,3,
,183027,,,,2,,,,2,
,183039,,,1,,,,1,2,
,183084,,,1,1,,,,2,
,183141,,2,,,,,,2,
,183203,,1,1,,,,,2,
,183216,,,,,,,3,3,
,183502,1,,1,1,,,,3,
,183512,,,,,,,2,2,
,183581,,,3,,,,,3,
,183751,1,,,,,,1,2,
,183825,2,,,1,,,,3,
,183844,1,1,,,,,,2,
,183848,,2,,,,,,2,
,183984,3,1,,,,,,4,
,184016,1,1,,,,,,2,
,184121,,,,2,,,,2,
,184144,,2,,,,,,2,
,184171,,1,,1,,,,2,
,184196,,,,,2,,,2,
,184216,,4,2,1,,,4,11,
,184264,,,1,,1,,,2,
,184347,,,,1,,,1,2,
,184350,,,,3,,,,3,
,184432,1,1,,,,,,2,
,184454,1,,1,1,,,,3,
,184471,2,,,,,,1,3,
,184566,,,,,3,,,3,
,184594,,1,2,1,,1,1,6,
,184618,,2,1,1,,,,4,
,184649,2,,,,,,1,3,
,184762,3,,,,,,,3,
,184850,,,,,,,2,2,
,184888,,,,1,1,,,2,
,185033,,,1,2,,,,3,
,185168,1,,,,,,1,2,
,185176,,,2,,,,,2,
,185285,1,,,,,,1,2,
,185319,,,2,,,,1,3,
,185395,,,,,,1,1,2,
,185447,5,,,,,,2,7,
,185487,1,,,,1,,,2,
,185605,,,2,,,,,2,
,185634,,,,,2,,,2,
,185715,4,,,1,,,,5,
,185748,,,,,2,,2,4,
,185808,,1,,,,,1,2,
,185813,,,,,,,2,2,
,185826,1,,1,,,,,2,
,186033,,2,,2,,,,4,
,186105,,,,,,1,1,2,
,186152,,,,2,,,,2,
,186172,2,,3,,,,,5,
,186243,,,,,,,2,2,
,186258,2,,,,,,,2,
,186273,,,,,,,2,2,
,186465,2,,,,,,1,3,
,186634,,,,,2,,,2,
,186753,,1,1,,,,,2,
,186848,,,1,2,,,,3,
,186880,,,1,1,,,1,3,
,186948,,,,2,,,,2,
,187027,,2,,,,,,2,
,187121,,,,3,,,,3,
,187153,1,,,1,1,,,3,
,187350,2,,,,,,,2,
,187546,,1,1,,,,,2,
,187560,,,,2,,,,2,
,187597,,,2,,,,,2,
,187623,4,,,,,,,4,
,187720,,1,,,,,1,2,
,187778,,,3,,,,,3,
,187895,,2,,,,,,2,
,187980,,,1,1,,1,,3,
,188010,,4,1,,,,,5,
,188068,,,,,,,2,2,
,188146,,,1,2,,,,3,
,188453,,,2,,,,,2,
,188581,,2,,,2,,2,6,
,188662,1,,1,,,,,2,
,188729,,,,1,1,,1,3,
,188764,1,,1,,,,,2,
,188985,1,1,,,,,,2,
,189019,,,,,,1,1,2,
,189087,1,3,,,,,,4,
,189097,1,,,,,,8,9,
,189129,,2,,,,,,2,
,189159,,4,,,,,,4,
,189270,2,,,,,,,2,
,189323,,,2,1,,,,3,
,189460,,,,,,,2,2,
,189772,,2,,,,,,2,
,189778,1,,,,1,,,2,
,189831,,,,1,2,,,3,
,189939,2,,,,,,,2,
,189962,,1,,1,,,,2,
,190102,,,3,,1,,,4,
,190134,,1,2,,1,,,4,
,190222,2,,,,,,,2,
,190299,1,1,,,1,,,3,
,190411,,,1,,1,,,2,
,190627,,,,,,,2,2,
,190641,1,1,,,,,,2,
,190668,,,,3,2,,1,6,
,190674,1,3,,,2,,,6,
,190901,1,2,,,,1,,4,
,190918,,,2,,,,,2,
,190949,,,1,,,1,2,4,
,190986,,,,,,,2,2,
,191078,,,,,1,2,,3,
,191113,1,,,,,1,,2,
,191173,,1,1,1,,,,3,
,191203,1,,,,2,,,3,
,191307,,2,1,,,,,3,
,191366,,,1,,,1,1,3,
,191410,,,,2,,,,2,
,191521,1,1,,,,,,2,
,191587,,,,,1,,1,2,
,191612,,,,9,,,,9,
,191642,,,,,,,2,2,
,191685,,,,,,,2,2,
,191749,,3,,,,,,3,
,191844,1,,1,,1,,,3,
,192132,,,,2,,,,2,
,192240,1,,1,,,,1,3,
,192429,,2,2,,,,,4,
,192436,1,,3,,,,,4,
,192579,,,,,,,2,2,
,192605,,,,,1,1,,2,
,192621,,1,,1,,,,2,
,192656,,,,1,1,,,2,
,192789,,,2,,,,,2,
,192899,,,1,,2,,,3,
,193124,2,,,,,,,2,
,193200,,,1,1,,,,2,
,193231,,3,,,2,,,5,
,193543,,1,2,,,,,3,
,193569,,,,,2,,,2,
,193589,,,2,,,,,2,
,193925,,,,,1,1,,2,
,194045,,,,,2,,,2,
,194105,1,,,2,,,,3,
,194224,1,,,1,,,,2,
,194346,,1,,,,,1,2,
,194391,,,2,,1,,,3,
,194395,,2,,,,,,2,
,194658,,,,,1,1,,2,
,194662,,1,,,,,1,2,
,194809,,,1,3,,,,4,
,194987,1,1,,1,,2,,5,
,195083,1,1,1,,,,,3,
,195120,,,,,,,2,2,
,195233,5,1,,1,,,,7,
,195247,,,2,,,,,2,
,195270,2,,,1,,,,3,
,195277,2,,,,,1,3,6,
,195437,,,,,,,2,2,
,195531,,,,1,1,1,,3,
,195609,2,,,2,,,6,10,
,195651,1,,1,,1,1,,4,
,195814,,,,,,6,,6,
,196011,,,1,,,,1,2,
,196022,,2,,,2,,,4,
,196028,2,1,,,1,,,4,
,196069,5,,,,,,,5,
,196108,,,1,,,,1,2,
,196109,,1,,,,,1,2,
,196116,,1,,2,,1,,4,
,196339,,,,2,,,,2,
,196345,,1,,,,,1,2,
,196393,,,,,,,2,2,
,196407,2,,,,,,2,4,
,196507,,,,,,,5,5,
,196787,,,,,2,,,2,
,196939,,1,,,,3,,4,
,196940,,,,1,,1,,2,
,196966,,1,1,,,,,2,
,197006,2,,3,,,,1,6,
,197369,,,,,,1,1,2,
,197400,2,,,,,,,2,
,197573,2,,,,,,,2,
,197637,,,1,1,,,,2,
,197668,2,,,,,,,2,
,197731,,1,,1,,,,2,
,197747,,,2,2,,7,,11,
,197939,,1,,1,,1,2,5,
,197955,1,,,2,,,,3,
,197965,1,,,,,1,,2,
,198012,,1,,,1,,,2,
,198020,,,,,,1,1,2,
,198047,,,2,,,,,2,
,198162,,,,1,,,1,2,
,198199,3,,,,,,,3,
,198269,,,,,2,,2,4,
,198330,,1,1,,,,,2,
,198588,2,,,1,,,,3,
,198637,,,,3,1,1,,5,
,198659,2,1,1,,,,,4,
,198825,,,,,,,2,2,
,198872,,,,,,,7,7,
,199096,,1,,,1,,,2,
,199137,,2,1,,1,1,,5,
,199160,1,1,,,1,,1,4,
,199500,,,2,,,,,2,
,199558,,1,,1,,,,2,
,199562,,1,,,,,1,2,
,199568,,2,,,,,,2,
,199618,2,,,,,,,2,
,199663,1,1,,,,,,2,
,199744,,,,1,2,,,3,
,199765,,1,3,,,,,4,
,199815,,1,,1,,,,2,
,199986,,2,,,,1,,3,
,200116,,,1,2,,,,3,
,200303,,,,,,,6,6,
,200316,,,,2,,,,2,
,200449,,,,,,2,,2,
,200775,,,2,,,,,2,
,200802,,,,,1,1,,2,
,200876,,,,,,,4,4,
,201009,,4,2,,,,,6,
,201014,,,,,,,4,4,
,201111,,,,,2,,,2,
,201122,,,2,2,,,,4,
,201370,,1,,,1,1,,3,
,201437,,1,,,3,,,4,
,201607,,,,,2,,,2,
,201644,,,,1,,2,,3,
,201963,,,,,,3,,3,
,202069,2,,,,,,1,3,
,202355,,,,,,,2,2,
,202421,,,,2,,,,2,
,202442,1,,,,,,1,2,
,202561,,,1,2,,,,3,
,202718,,,,2,,,,2,
,202773,2,,,,,,,2,
,202842,,1,,,,,1,2,
,202984,,2,1,4,,,,7,
,203028,,,,3,,,,3,
,203048,2,,,,,,,2,
,203164,3,4,,,1,,5,13,
,203214,,,2,,1,,,3,
,203215,,,,1,,1,,2,
,203278,,,,2,,,,2,
,203285,,,2,,,,,2,
,203409,,1,,1,,,,2,
,203513,1,,,2,,,,3,
,203686,,,2,,,,,2,
,203814,,1,1,,1,,,3,
,203890,1,,,,,1,2,4,
,203970,1,,1,,2,1,,5,
,204000,,,1,,1,,1,3,
,204149,,,,1,,,1,2,
,204184,,2,,,,,,2,
,204410,,1,2,,1,,,4,
,204516,,1,,1,,,2,4,
,204520,1,,,,1,,1,3,
,204572,,,2,,,,1,3,
,204666,,,,3,,1,1,5,
,204694,,,1,4,1,,1,7,
,204796,1,,,,,,1,2,
,204812,,,2,,,1,,3,
,205030,,,,,,1,1,2,
,205248,,,2,,,,,2,
,205330,2,,,,,,,2,
,205378,,,1,1,,,,2,
,205382,,,,2,,,,2,
,205795,,,,,,,3,3,
,205834,,,,2,,,1,3,
,205869,,,,1,,1,,2,
,205913,2,,,,,1,1,4,
,205973,9,,,3,,1,,13,
,206000,,3,,,,,,3,
,206193,,,,2,,,,2,
,206313,1,1,,,,,,2,
,206331,,,,1,2,,,3,
,206428,3,,,,,,1,4,
,206593,,2,,,1,,,3,
,206642,3,,,,,,,3,
,206660,,1,1,,,,,2,
,206850,,,,,,1,1,2,
,206973,,,2,,,,,2,
,207057,,,2,,,,,2,
,207064,,,,,,,2,2,
,207262,,,,2,,,,2,
,207266,,,2,,,,,2,
,207366,,,,2,1,,,3,
,207472,,,,2,,,,2,
,207530,1,,,1,,,1,3,
,207680,,2,,,,,,2,
,207758,,2,,,,,1,3,
,207767,,2,,,,,,2,
,207825,2,,1,,,,,3,
,207855,2,,,,,,,2,
,207901,,1,,1,,,,2,
,208126,,1,,1,,,2,4,
,208262,,1,1,,,,,2,
,208531,2,,,,,,,2,
,208583,,,1,1,,,2,4,
,208665,,,,,,,3,3,
,208731,,,,,,2,,2,
,208928,,,,,2,1,,3,
,208974,,,,2,,,,2,
,209017,,1,,1,,,,2,
,209031,,3,,,,,,3,
,209193,,1,,2,1,,,4,
,209311,,,1,,,,1,2,
,209397,1,1,,,,,,2,
,209513,,,,,2,,,2,
,209616,2,,,,,,,2,
,209683,2,,,,,,,2,
,209752,3,,1,,,,,4,
,209841,3,,,,,,1,4,
,209842,,1,,1,,1,,3,
,209906,,,,2,,,,2,
,210075,,4,,,,,,4,
,210149,,,,,3,1,,4,
,210220,,7,,,,,,7,
,210234,1,1,1,,,,,3,
,210291,,1,,,,1,,2,
,210340,,,2,,,,,2,
,210445,,2,,1,,,1,4,
,210540,,,,,3,,,3,
,210660,,,,,,,2,2,
,210669,,,1,,1,,,2,
,210765,,,,2,,,,2,
,210814,,2,,,,,,2,
,210841,,,1,1,,,1,3,
,210953,3,,,,,,2,5,
,210993,,3,,,,,,3,
,211135,1,,,2,,,1,4,
,211137,,,,,2,,,2,
,211239,,,,1,,,1,2,
,211248,,,,,,,2,2,
,211400,,,,2,,,,2,
,211503,,1,1,,,,,2,
,211566,,1,3,,,,,4,
,211622,,,,,,,2,2,
,211665,,,,,,4,,4,
,211674,2,,,,,,1,3,
,211739,1,1,,,1,,,3,
,211852,,1,,,,,1,2,
,211906,,1,,1,,,,2,
,211993,,1,2,,,,,3,
,212020,,2,,,,,,2,
,212216,,2,,,1,,,3,
,212275,,,,,5,,,5,
,212293,,,,,,1,1,2,
,212359,,,,1,,,1,2,
,212379,,,,,,,2,2,
,212431,2,,,,,,,2,
,212489,1,,,1,,,,2,
,212495,,1,,1,,,,2,
,212669,,3,,1,,,,4,
,212722,1,2,,,1,,,4,
,212840,,,,2,,,,2,
,212940,,,1,2,,,2,5,
,212946,91,90,78,40,,,45,344,
,212954,79,44,62,67,52,70,123,497,
,212965,4,15,30,11,4,6,17,87,
,212967,,,2,1,2,,,5,
,212968,56,62,122,120,74,59,152,645,
,212970,113,,48,87,36,53,102,439,
,212971,1,12,,,,3,,16,
,212981,1,,,,2,,,3,
,212982,,3,3,,2,,,8,
,213004,,,,2,,,1,3,
,213014,,,,,,,3,3,
,213089,,,,,2,,,2,
,213236,4,,,1,,,,5,
,213247,4,,,,,,,4,
,213277,,,,1,,,1,2,
,213331,,,,,2,,,2,
,213341,,,3,,,,,3,
,213353,2,,,1,,,,3,
,213359,2,,,,,,,2,
,213539,,2,,,,,,2,
,213586,,,2,,,,,2,
,213701,,,,1,2,,1,4,
,213716,1,,3,,,,,4,
,213727,,1,1,,,,2,4,
,213735,1,,1,,,,,2,
,213741,,,2,,,,,2,
,213747,,,1,,1,,1,3,
,213979,,,2,,,,,2,
,214360,,,2,,,,,2,
,214473,,,,,2,,1,3,
,214547,,,2,2,,,,4,
,214664,,,,,2,,,2,
,214816,2,,,,,,3,5,
,214978,,,,,,,3,3,
,215046,,,2,,,,,2,
,215070,,,,,,,2,2,
,215182,,,,1,1,,,2,
,215195,,,,,,3,,3,
,215222,,,1,1,,,,2,
,215246,,,,3,1,1,,5,
,215296,,,1,,1,,,2,
,215481,,,3,1,,,,4,
,215527,,1,,1,,,1,3,
,215609,3,,,,,,,3,
,215644,3,,,,1,,,4,
,215721,,5,1,,,,,6,
,215731,,,,2,,,,2,
,215744,5,,,,,,,5,
,215760,,,,1,,,1,2,
,215761,,,,,2,,,2,
,215775,,,,,,2,,2,
,215829,,2,,,1,,,3,
,215891,,,,3,,,,3,
,216385,,,,2,,,,2,
,216500,1,,1,,,,,2,
,216677,,,1,,,1,,2,
,216702,,,,1,,2,,3,
,216897,2,,,,,,,2,
,216947,,,1,1,,1,2,5,
,217068,,,2,,,,,2,
,217083,,,,,,,2,2,
,217137,,1,,1,,,,2,
,217142,,1,,1,1,,,3,
,217217,,,,,2,,,2,
,217311,,,,,,,2,2,
,217317,,1,1,,,,,2,
,217470,,,2,1,,,,3,
,217608,1,1,,,,,,2,
,217708,,,1,1,,,,2,
,217731,,,2,,,,,2,
,217842,1,,,,,,2,3,
,217869,,,2,1,,,,3,
,217975,,,1,,,,1,2,
,218061,,,,,2,,,2,
,218073,,,2,,,,,2,
,218135,,2,,,,,,2,
,218181,,,2,,,,,2,
,218400,,,,2,,1,,3,
,218682,4,1,,,,,,5,
,218725,,,1,1,,,,2,
,218755,3,,,,,,,3,
,218802,5,,,,,,,5,
,218840,,2,,,,,,2,
,218912,,,2,,,,,2,
,219000,,,2,,,,,2,
,219017,,,,2,,,,2,
,219263,,,,2,,,,2,
,219415,2,1,,,,,,3,
,219435,2,,,,,,,2,
,219467,,,1,,1,,1,3,
,219651,,,2,,,,,2,
,219717,,,4,,,,,4,
,219732,,2,,,,,,2,
,219737,1,,,,,,2,3,
,219760,,,1,,,,1,2,
,219911,,,,1,1,,,2,
,219924,,1,,1,,,,2,
,219928,,1,,1,,1,,3,
,219973,2,,,1,,,,3,
,220006,,,,2,,,,2,
,220048,1,,1,,1,,,3,
,220061,,3,,,,,,3,
,220157,,1,1,,,,,2,
,220169,2,2,,1,,,,5,
,220178,6,,,,,,,6,
,220203,,1,2,,,,,3,
,220211,2,,,,,,,2,
,220228,1,,1,,,,,2,
,220334,,2,,,,,,2,
,220507,,3,,,,,,3,
,220555,,1,1,,,,,2,
,220593,2,,,,,,,2,
,220639,,2,1,2,,,,5,
,220679,,2,2,,,,,4,
,220733,,2,,,,,,2,
,220831,,,2,,,,,2,
,220837,,1,,2,,,,3,
,220965,2,,1,1,,,,4,
,220973,,,,1,,,1,2,
,220989,2,2,,,,,,4,
,221091,5,2,,,,,,7,
,221127,1,,,2,,,1,4,
,221141,,1,,,,,1,2,
,221231,,2,,,1,,1,4,
,221300,,,,,1,1,1,3,
,221420,2,,,,,,,2,
,221522,,,1,1,,,,2,
,221646,2,,,,,,,2,
,221681,2,,,,,,,2,
,221713,,,1,,,2,4,7,
,221768,,3,,,,1,,4,
,222067,1,,,,,,1,2,
,222071,,,,2,,,,2,
,222078,,,,,,,2,2,
,222288,1,,,1,,,,2,
,222544,3,,,,,,,3,
,222677,1,,,,,,2,3,
,222715,,,,,2,,,2,
,222883,,,,,2,,,2,
,222893,,,,,11,,,11,
,222919,,,1,,,1,,2,
,223065,,3,,,,,,3,
,223288,,,1,1,,,,2,
,223324,1,2,,,,,,3,
,223416,,,,,,,2,2,
,223556,,,2,2,,,,4,
,223588,,,,2,,,,2,
,223744,,1,,1,,,,2,
,223753,,,,2,,,,2,
,223990,,,1,1,,,,2,
,223991,,,,,,,3,3,
,224068,,2,1,,,,2,5,
,224120,,1,,,,,1,2,
,224152,,,,4,,,,4,
,224201,,,,2,,,,2,
,224320,3,,,,,,1,4,
,224321,,,,,,,2,2,
,224425,2,,,,,,,2,
,224431,,,1,,,,2,3,
,224555,,,,1,,,1,2,
,224587,,,,2,,,,2,
,224832,1,,,,,,1,2,
,224838,,1,,,,,2,3,
,224933,,1,,,1,,1,3,
,225090,,2,,,,,,2,
,225125,,,,,,,2,2,
,225252,,,1,,1,,,2,
,225297,,,2,,,,,2,
,225309,,1,,,1,,,2,
,225406,1,,1,,,,,2,
,225407,,,3,,,,,3,
,225450,,,,,,,3,3,
,225458,,1,,1,,,,2,
,225968,,2,,,,,1,3,
